name,type
Setu,PERSON
Uzhavar Uzhaippali Katchi,PERSON
the ‘Mahapanchayat of Khaps,ORG
the Bharatiya Kisan Unionâs Tikait,ORG
N Vallinayagam,ORG
the Employee Union of TSRTC,ORG
M K Rana,ORG
Model Agricultural Produce and Livestock Contract Farming and Services (Promotion and Facilitation,ORG
Columbia Asia Hospital,ORG
Abadi,GPE
Simalia,GPE
Daxa,PERSON
the Indian Veterinary Research Institute,ORG
Dehradun city,GPE
the Centre of I,ORG
Shrikant Sharma,PERSON
Venkateshwara Hatcheries,ORG
Bashistha Narain Singh,PERSON
Gurjot Sandhu,PERSON
Sarna,GPE
Kanwardeep Singh,ORG
Nishank,ORG
Andanigowda,PERSON
Amritsar-Visakhapatnam Special,ORG
gorgon nut,ORG
Laldhang,GPE
Muthukumar,PERSON
Rahul,PERSON
Arkalgud,GPE
Pungrain,ORG
nana,ORG
Thavusayammal,PERSON
Yogi Adityanth,PERSON
Kathehra,PERSON
Manpreet Singh Badal,ORG
Belmandal village,GPE
L Murugan,ORG
GM,ORG
Astha,GPE
Nishanth Chennadi,ORG
Chhotubhai Vasava,PERSON
Mosim Sayyad,PERSON
Varsagaon,ORG
Kamlesh Kumar,PERSON
Kissan Samman Nidhi,PERSON
Majha Kisan Committee,ORG
Gurtej Singh,PERSON
Bhim Singh Yadav,PERSON
the district health department,ORG
CARE Ratings,ORG
hove khushhal’,PERSON
Rs24lakh,PERSON
Kisan Sanamvaya Sangharsh Samiti,ORG
Qazi Nizamuddin,PERSON
Sumit Sharma,PERSON
V P Nachimuthu,ORG
Simplex Infrastructures Ltd,ORG
the Agri-Market Infrastructure Fund,ORG
Sanjeev Saxena,PERSON
Akali-BJP,ORG
Shivli Kotwali,PERSON
NOC,ORG
Bai Ji,PERSON
Mahendra Patel,PERSON
Digambar Kolte,PERSON
Kharua,GPE
Jayaprakahs Narayan,PERSON
Sinnar,PERSON
Sathiamoorthy,PERSON
Patidar,PERSON
Sindhu,ORG
Dupare,ORG
93B,ORG
Pandharkawda,GPE
Chicalim,ORG
Kisan Sangarsh Samnavaya Samiti,PERSON
Jhammat,ORG
Farmer Producer Group,ORG
WARANGAL,ORG
Chilkana,GPE
CC,ORG
Godavari,PERSON
Govindaraj,GPE
Poorandampalayam,PERSON
Satbir Pahalwan,PERSON
Malhola,GPE
Kodihalli Chandrashekhar,PERSON
Sarpanch Mallavva,PERSON
Raju Desale,ORG
KCR KCR,ORG
Nangloi Chowk,PERSON
The All India Kisan Sabha,ORG
Ishwar Desai,PERSON
Jagraon,PERSON
Kunnam,GPE
Ajit Sharma,PERSON
Gagewal,GPE
Chandigarh/Bathinda/Ambala,ORG
Penamaluru,GPE
Valangaiman,GPE
Vikarabad,GPE
Lalu Prasad,PERSON
Rane,PERSON
Poothadi,GPE
Vijpadi village,GPE
Prashanth Munnolli,PERSON
the ‘ Bharat Bandh ’,ORG
Tushar Jani,PERSON
Chandrasekhar,GPE
Chinna,GPE
ZAO,ORG
Tanda village,GPE
SFPC,ORG
Scope Certificate,PERSON
Yamaha Libero,PERSON
Saravanan,GPE
Prithviraj Chavan,PERSON
Venkaiah Naidu,PERSON
CPM central committee,ORG
Indian Tobacco Association,ORG
Vidarbha Hospitals Association,ORG
DYFI,ORG
Satya,GPE
Dharampur,PERSON
Jewar,PERSON
K Chandrasekhar Rao’s,PERSON
dairy development department,ORG
Yelwande,GPE
Bhoomi Dan,ORG
OP Mishra,PERSON
Harishpal,PERSON
Indian Forest Act,ORG
Gummadi Venkateshwarulu,PERSON
National Statistical Office,ORG
Atiya,ORG
Hayat Singh Rana,ORG
Avik Saha,PERSON
Mhasoba,PERSON
Simdega,GPE
Palaiyur,GPE
Free Wi-Fi,PERSON
Senthil Avoodai,PERSON
the State Bank of India,ORG
Rs,ORG
Aujla,PERSON
Sultan Mohammad Khan,PERSON
Agra-Mumbai,ORG
Singh Kadian,PERSON
Jasnoor,PERSON
Shamsher Singh Numberdar,ORG
K N Easwarmoorthi,ORG
Olectra Greentech,PERSON
Goddess Shakti,ORG
Agriculture Credit Plan,ORG
Kudavasal,GPE
Trichy.,ORG
Ringing,PERSON
Sihag,ORG
Saini,ORG
Ganapathipalayam,GPE
Nageshwar Rao,PERSON
Haridas Shende,ORG
Vanakalam,PERSON
the National Institute of High Security Animal Diseases,ORG
BD Kalla,PERSON
Uchkagaon,GPE
Sangareddy MLA,PERSON
Jyotish Surendran,PERSON
Guntur,GPE
Ajay Pal Sahni,PERSON
National Inter-State Senior Athletics Championship,ORG
Jambudi,GPE
Bhupinder Singh Mann’s,ORG
Vedantnagar,PERSON
Dhanna Singh,PERSON
V Sandhya,PERSON
Shahid Alam,PERSON
Singh Babli,PERSON
Jagdeep Dhankhar,PERSON
Jay Shivray,PERSON
cashew crops,ORG
the Upper House,GPE
Ramdhar Singh,PERSON
Diwali,PERSON
The Indian Council of Agricultural Research-Central Plantation Crops Research Institute,ORG
The Rajasthan CM,ORG
Brahampal Singh,PERSON
Raan Bhaji:,PERSON
Secondary School,ORG
Pilibanga,GPE
Rajasekhar Reddy,PERSON
Drones,ORG
Rajendra,PERSON
Mahan Dal Keshav Dev Maurya,PERSON
Bagdana,GPE
Lalau,GPE
SS Bhishma,PERSON
The Integrated Tribal Development Agency,ORG
the Mahatma Jyotirao Phule,ORG
Sathiaon,GPE
Arumuga Goundanur,ORG
Jalandhar/Hoshiarpur: Farmers,ORG
Ambala 334,PERSON
the grand old,ORG
Sivakami,PERSON
Kavitha Kuruganthi,PERSON
Batisa,ORG
Jeet Singh,PERSON
Prakash Dhankar,PERSON
Girhe,PERSON
SK Srivastava,PERSON
Sunhare Lal,PERSON
Roorkee,GPE
Reldi,ORG
Ghayaj,GPE
Shergill,PERSON
Bharosa Kendra,PERSON
Baddowal,PERSON
Juhi,PERSON
Mallikarai,PERSON
Para,PERSON
Anand Vihar,ORG
the Gujarat CM,ORG
IFFCO Tokio,ORG
Mahadev Dondwada,PERSON
the Telangana High Court,ORG
Yelamanchili-Narsipatnam,PERSON
UDF,ORG
Committee,ORG
Pokkali Samrakshana Samithi,PERSON
The road transport ministry,ORG
kisan sammelan,PERSON
Manoranjan Kalia,PERSON
Maujgarh,PERSON
BDS,ORG
Mangapet,GPE
Sundarayya Vignanad Kendram,ORG
Bahujan,GPE
Dindoshi,GPE
Kumara Swamy,PERSON
FOSTTA,ORG
T M Thomas Isaac,PERSON
Nuh,GPE
Abhijeet Singh,PERSON
BKU,ORG
Sandarwan,GPE
Janata Party,ORG
the Dharani Sugar Mills,ORG
Utsav Basu,ORG
Manji Sahib,ORG
Farmers (Empowerment & Protection,ORG
Ayodhya,GPE
Kanjikuzhy,GPE
the CM Relief Fund,ORG
Lonavala,PERSON
Santokh Singh,PERSON
Krishna Bayenkar,PERSON
Ambaji,GPE
Nunna,ORG
DOP,ORG
Singh Surjwala,PERSON
Gokhale Inst,PERSON
Mallikarjun Valkaldinni,PERSON
Ch Malla Reddy,PERSON
EGS,ORG
Siddaraju,ORG
Wayanad Coffee Growers,ORG
JMM,ORG
KIADB,ORG
Mahbubnagar,GPE
Bibin Manuel,PERSON
Darshan,GPE
Umesh Mishra,PERSON
Jharkhand Professional’s Congress Committee,ORG
Juvvadi Madan,PERSON
zilla panchayat,PERSON
Mulug,ORG
Yamuna,GPE
Avinash Jha,PERSON
Shunty,PERSON
Krantikari Kisan Union Punjab,ORG
Sankalp Farms,PERSON
OBCs,ORG
Mylswamy Annadurai,PERSON
Rajendra Rathore,PERSON
Manohar Lal,PERSON
Janpath,PERSON
G K Bakshi,PERSON
Punarnirman,PERSON
Rajvindar Singh Golden,PERSON
Gurdwara Darbar Sahib,ORG
Pawale,GPE
Ramkaran Kala,PERSON
Thirthahalli,PERSON
Shyam Gaonkar,PERSON
Polkampeta,PERSON
Damini,GPE
Revolutionary Socialist Party,ORG
Pallavi M Baldev,PERSON
Oddarpalayam,ORG
Kamal Dey,PERSON
RS,ORG
Joginder Singh Ugrahan,PERSON
Chirag Paswan,PERSON
the Pune Municipal Corporation ’s,ORG
TNSF,ORG
Ashok Kumar Yadav,PERSON
the National Dairy Research Institute,ORG
Brahmpuri,GPE
A S Krishnamoorthy,PERSON
Sambhal,ORG
Nirma University,ORG
Kuppala Durga Rao,PERSON
Zorawar Singh,PERSON
Ganeshpur-Korambi,GPE
the Gujarat Food and Civil Supplies Corporation,ORG
SI Narasimha Rao,ORG
IIT Ropar’s,ORG
Central Coalfields Limited,ORG
Thar,PERSON
New Amritsar,GPE
Inaugurated Vaishnodevi,PERSON
ECA,ORG
Raju Dupare,PERSON
AGRA,ORG
Shailender Dubey,PERSON
Keshava Rao,PERSON
the Uttarakhand Congress,ORG
Pankaj Hanaba,PERSON
Keshav,GPE
Sathankulam,PERSON
Nagapattinam MP M Selvaraj,ORG
Coal India Limited,ORG
the Animal Husbandry Infrastructure and Development Fund,ORG
Nilesh Veera,PERSON
Udaipur,GPE
Bawal,ORG
agriculture technology management agency,ORG
Amin Akhtar,PERSON
Nogama,GPE
Biryani,PERSON
Chaudhary Anil Kumar,PERSON
Bandhu Samithi’s,PERSON
Devender Kumar,PERSON
Dharhara,GPE
"Pune, Kolhapur, Sangli",GPE
Hemant Rasane,ORG
North Chennai,GPE
Narela Mandi,ORG
Palekar,ORG
Padvi,ORG
Hans,PERSON
Ghasiram Diwakar,PERSON
Malkit Kaur,ORG
Bhavanisagar,GPE
Sanjok Singh,PERSON
Zhang Sial,PERSON
Maddur,GPE
Sharanjit Singh Dhillon,PERSON
Deependra,PERSON
Muglipur,GPE
Joint Parliamentary Committee,ORG
Kisan Satyagraha Andolan,PERSON
Sengipatti,GPE
Gurdeep,PERSON
MOCD,ORG
Yudhvir Singh,PERSON
Ramurthi Naidu,PERSON
Naveen Kumar,PERSON
S Surmukh Singh Virk,ORG
Telangana BJP,GPE
RWH,GPE
Neeraj Singh,PERSON
GIPARD,PERSON
Nikhil Abhyankar,PERSON
the Bharatiya Kisan Sangh,ORG
Rashtrapati Bhavan,PERSON
Pune,GPE
Thaligai Viduthi,PERSON
Kotagiri,ORG
Vivek Chorgade,ORG
Aduru,GPE
Mangrol,ORG
MediCover Hospitals,ORG
the State Disaster Response Fund,ORG
Kawdhuji,PERSON
the Agricultural Produce Marketing Committee,ORG
Surajpal Singh,PERSON
Bhavjit Singh,PERSON
Devesh Patel,PERSON
Baihata,PERSON
Bihar Agricultural University,ORG
Arvinder Kaur,PERSON
Innovations,PERSON
Karnataka-Tamil Nadu,ORG
the United Nations,ORG
P Kandasamy,ORG
Mahindra Tractors,ORG
Bhuvashi village,GPE
Chedi,PERSON
Bharat Singh,PERSON
Krantikari,GPE
the Lal Bahadur Shastri’s,PERSON
Uyyakondan,GPE
A K Balan,PERSON
Varun,ORG
Kamptee Khairi,GPE
the Metropolitan Police,ORG
Karuthapuliampatti,ORG
Rajasthan Himmat Singh,ORG
G Jagadish,PERSON
HBR Layout,ORG
The department of agriculture,ORG
Kisan Maha Panchayat,PERSON
Wanaparthy,PERSON
Patel Nagar,PERSON
LPS,ORG
Sohna Municipal Council,ORG
MLA Deepchand Kheria,PERSON
Harnaaz,ORG
Traditionally Chhota Udepur,ORG
kharif maize,ORG
Bele,PERSON
Praveen Vaghela,PERSON
Alok Sinha,PERSON
the Rajiv Chowk,ORG
Akhil Bharatiya,PERSON
Maruvakkad,PERSON
Vachhani,PERSON
Yashasvi Yadav,PERSON
Pareek,PERSON
the Haryana Space Applications Centre,ORG
Deep Sidhu,PERSON
Doraikkannu,ORG
Kaler,PERSON
Hasmukh,PERSON
Lajja Ram,ORG
Punjab Civil Society,ORG
Independent,ORG
Khalistan,GPE
The Panvel APMC,ORG
Chuhar Chak,ORG
Laabh,GPE
Kishankumar Das,PERSON
Palanivel Raj,PERSON
Kailash Kumar,PERSON
Muttukadu,ORG
humne nahi ki,PERSON
Ashok Dhawaskar,PERSON
the All India Kisan Coordination Committee,ORG
Ornithologist Dilip Bhagat,PERSON
Dharmi Jogi,ORG
the Orthodox Church,ORG
Rajasthan Societies Registration Act,ORG
Singh of Bhartiya Kissan Union,ORG
Bill,PERSON
Dutta Kalamkar,PERSON
Lamps,PERSON
Rajaji Tiger Reserve,ORG
Sujith,ORG
RET,ORG
Chittorgarh,PERSON
Thaawar Chand Gehlot,PERSON
Swachch Gaon- Samriddh,ORG
Gurmeet Singh Chadauni,PERSON
Chandigarh,GPE
Sardar Vallabh Bhai Patel Agriculture University,ORG
Lammasingi,PERSON
Delhi-Jaipur,GPE
America,GPE
Raosaheb Dadarao Danve,PERSON
Sukumar Mandal,ORG
Diljit Dosanj,PERSON
The ‘Kisan Mahapanchayat’,ORG
Jennifer Monserrate,PERSON
Ayilai Sivasuriyan,PERSON
Harsimrat Kaur Badal,ORG
linear,ORG
Ninasam Sathish,PERSON
Mumbai,GPE
Swetha Rao,PERSON
Haryana Kisan Manch,PERSON
Raghavendra Singh,PERSON
Suresh Goyal,ORG
Govid Singh Dotasra,PERSON
Chanchal Bhattacharya,PERSON
Sankpal,PERSON
DCPS,GPE
Farmers Producers Organisations,ORG
Vizianagaram,PERSON
Mahatma Jyotirao Phule Farmer Loan Waiver Scheme,PERSON
Ankita Dhyani,PERSON
Pudukkottai,PERSON
Rajendra Madghane,PERSON
Mahapura Mode,ORG
Tadepalle,PERSON
JMFC Channagiri,PERSON
Kamrej,GPE
M R K Prasad,PERSON
M Vijayakumar,PERSON
Gandhi Maidan,PERSON
Kansara,PERSON
Bhaskaran,GPE
Madhavan,PERSON
Rajuri,GPE
Nalanda University,ORG
Sarafan Bazaar,PERSON
ABC,ORG
Covi,ORG
Gurdas Maan,PERSON
Jarmundi MLA Badal Patralekh,PERSON
Amar Kumar,PERSON
Sisauli,PERSON
Jagga,PERSON
Alok Diwedi,PERSON
The National High Speed Rail Corporation,ORG
Maulana Azad Medical College,ORG
the Bharatiya Janata Party,ORG
Krishna,GPE
Rajasthan Hanuman Beniwal,PERSON
National Institute of Immuno Haematology,ORG
the Pagdi Sambhal Jatta,ORG
Sanjaykumar Vithalrao,PERSON
Shimla-Kalka,ORG
the Central Board of Secondary Education ’s,ORG
Arun Sood,PERSON
Shoolagiri,ORG
Mumbai Central,ORG
Dharmveer,PERSON
Aadhar,GPE
Bathinda-Talwandi Sabo,ORG
Ekta Sidhupur,PERSON
Arni,PERSON
GIFT,ORG
Hamirpur,PERSON
Gunadala Mary Matha,PERSON
Pradeepsinh Jadeja,ORG
Sajjanrao More,PERSON
HVAC,ORG
Jitendra Badwai,PERSON
Nagamangalam,PERSON
Mohammed Abdul Muqeeth,PERSON
Bhoomi Shetty,ORG
Tikait of Bharatiya Kisan Union,ORG
Jamabandi,PERSON
Swadeshi Jagran Manch,ORG
Ishtikhar Ali,PERSON
Crop Insurance,PERSON
Sunna Vaddi Panta Runalu,ORG
CHR,ORG
Pant Krishi Bhawan,PERSON
CRISPR-Cas9,ORG
Chandkheda,GPE
Ney Poovan,PERSON
Zuari Agro Chemicals,ORG
Kisan Ekta Sangh,PERSON
Baton,GPE
Shirsath,GPE
Gautam Kamat,PERSON
BR Ambedkar,PERSON
Harpanahalli,ORG
Bachao,PERSON
Andhratharhi,ORG
Sugar,GPE
the Farmers Justice Rally,ORG
V Balakrishnan,PERSON
Mallaiah,PERSON
Ara,GPE
Krishi Vigyan Kendras,PERSON
Haribhau Bagade,PERSON
Rythu Bima Scheme,ORG
MLA Shirsath,PERSON
Telangana/Chhattisgarh,ORG
Kawant,GPE
Palavanthangal,GPE
Yaas,PERSON
KM Chaitanya’s Suryakanti,ORG
Kokari Kalan,PERSON
West Bengal Pradesh Congress Committee,ORG
Saurabh Garg,PERSON
The West Bengal Clinical Establishment Regulatory Commission,ORG
Times News Network Jaipur,ORG
Dhillon,ORG
Manav,PERSON
Behbal Kalan,PERSON
Kharif/Rabi/Zayed,ORG
Sosale,GPE
"Mangulam, Meenakshipuram, Arumbanaur",ORG
Swaminathan,PERSON
All India Kisan Sabha,ORG
Barkhera,GPE
"Singhu ,",ORG
Maharashtra Rajya Bazaar Samiti Sahakari Sangh Ltd,ORG
Mohali,ORG
Khatima of,ORG
Surya Pratap Shahi's,PERSON
National Bank for Agriculture and Rural Development,ORG
Chirgaon,PERSON
Gurupurab,PERSON
Bheema Salaga,PERSON
Ajit Navale,PERSON
"The Bhadaur, Mehla Chowk",ORG
Sunil Chavan,PERSON
Ashok Kumar Ghosh,PERSON
India-2020,GPE
Sadaqat Ashram,PERSON
the Sola Government Medical College,ORG
Qureshi,PERSON
Himanshu Khurana,PERSON
Himayathnagar,GPE
Shanti Bai,PERSON
Revanth,PERSON
Surya Pratap Shahi,PERSON
Meenakshi Lekhi,PERSON
Rani Channamma Circle,PERSON
Keela Kalkandarkottai,PERSON
Value Added Tax,ORG
A Ammasaiappan,PERSON
Jeevan Mane,PERSON
The All India Kisan Sangharsh Coordination Committee,ORG
Magan Rak,ORG
BKC,ORG
Goniana,GPE
Mahesh Babu,PERSON
Kulakode,GPE
Kuzhumani,GPE
Secunderguda of Gandipet,ORG
Rythu Bima,PERSON
Super Specialty Hospital,ORG
Dhapewada,GPE
Agra,GPE
Sikh Coalition,PERSON
Savakanahalli,PERSON
Nanaksar Dera,ORG
Rammehar Dhul,PERSON
Mavli,PERSON
JD(S,GPE
Mandalik,GPE
ITA,ORG
Davanagere,GPE
Narayan Reddy,PERSON
Traco Cables,ORG
Nagarampara,GPE
DM,GPE
Nemom U P School,ORG
Tara Singh,PERSON
Babu Pokia,PERSON
Persis Ginwalla,PERSON
Yoga,PERSON
Herbertpur,GPE
the ‘Krushi Bazaar,ORG
Deepak Makwana,PERSON
Bhigwan,GPE
Sargasan village,GPE
Ramachandra Reddy,PERSON
Mahabaleshwar,ORG
P Senthilkumar,PERSON
Syndicate Bank,ORG
millet fields,PERSON
Priol Ponda,ORG
CRZ,ORG
Laxman Bapurao Koyare,PERSON
Agrovision Foundation,ORG
the Panjab University Senate,ORG
Sattaiyappar Mela Street,ORG
Vishnukant Chatapalli,PERSON
Thulluru,GPE
Kararmbir,ORG
Aditya,PERSON
JAC,GPE
the Centre for Research in Rural and Industrial Development,ORG
UN,ORG
Gorakhpur Link,PERSON
Goa Union of Journalists,ORG
139th BSF,ORG
Mendarda,ORG
Rajesh,PERSON
Junnu,ORG
Ernakulam,GPE
Kalan,ORG
Gurpurab,ORG
Central Food,ORG
Chovatia,ORG
Haryana,GPE
Kalaiselvi,PERSON
Vishwanath Gowda,PERSON
Kawarsi,ORG
Mahesh Sharda,PERSON
Sidhupur,ORG
the Samyukta Kisan Morcha,ORG
ODOFP,ORG
Navaskar,PERSON
the department of agriculture and farmers welfare,ORG
Lalganj,ORG
Bholenath Ahiwale,PERSON
Gokul,ORG
Vikal Pachar,PERSON
Uzhavar,GPE
Anand Mohan,PERSON
TR Kesavan,PERSON
raha hoon aapse,PERSON
Mohammadpur Mandawali,PERSON
Udachiwadi,GPE
Buldhana,GPE
Nilavati,ORG
Kolkata Metro Rail Corporation,ORG
Complainant Nikhil Divse,PERSON
Perur Chettipalayam,PERSON
Sameera S,PERSON
JP Naddda,PERSON
Capitol Hill,ORG
Govindhan,GPE
Pragati Bhavan,ORG
Sahil alias Doga,PERSON
Indian Council for Research on International Economic Relations,ORG
Neuria,GPE
Haryana Democratic Front (HDF,ORG
Pedabayalu,GPE
Vishnoi,GPE
Netizens,ORG
PAU B S Dhillon,ORG
Narayana Hospital,ORG
Mayaram,ORG
Komatigunta Lakulu,ORG
Mavji Vachhani,PERSON
Vellakinar,GPE
Kungasia,PERSON
Sandeep Sawarkar,PERSON
Andhra Bank,ORG
Mordunga,GPE
Thanjavur District Cauvery Farmers’ Protection Association,ORG
Veppankulam,ORG
Chandwad,GPE
Noida,GPE
Sangh,ORG
Munda,GPE
the organic farmer Nammalvar,ORG
Gulati,PERSON
K S Mani,PERSON
Shri Mata,PERSON
Gadchiroli,GPE
PMO,ORG
WH,ORG
banana fig,PERSON
gram sabha,PERSON
Charanjit Singh,PERSON
National Biodiversity Authority,ORG
Kananan Gopinathan,PERSON
Bojya,ORG
Delhivery,ORG
Tushar Patil,PERSON
NH-44 AMBALA TO,PERSON
Maant,PERSON
Chinnavedampatti,ORG
paddy,GPE
Abdul Sagir,PERSON
Ekta Ugrahgan,PERSON
Parag Tejura,PERSON
Jagadeesan,PERSON
Hosakote Basavaraj,PERSON
Dr Nitin Vora,PERSON
The Natural Farms,ORG
Annapalli,PERSON
Godda,GPE
Prem Singh Rana,PERSON
Gir Somnath,PERSON
Kateliya,GPE
California,GPE
Fesati,GPE
Aayush Sharma,PERSON
World Tobacco Growers’ Day,ORG
Kaushal Kumar,PERSON
Jind 356,PERSON
Jhabreda,ORG
the KSRDPU University,ORG
Saroli,GPE
Ayub Ali Baig,PERSON
Suvernavathy,PERSON
Arnia,GPE
Mandlik,ORG
Hanan Mollah,PERSON
the Coastal Regulation Zone,ORG
the Giant African Snail,ORG
Ralgegan Siddhi,ORG
National Research Centre on Seed Spices,ORG
Ammalur,PERSON
Rajiv Lochan Sah,PERSON
Dave first,PERSON
Osmanabad,GPE
Ramraj,PERSON
pradhan,ORG
Brahmanagar,PERSON
Stanley Reservoir,ORG
Brijpal Chhappar,PERSON
RTS,ORG
Villupuram,GPE
Vidya Dutt Joshi,PERSON
Jagatsinghpur,PERSON
"Sanwer, Mhow",ORG
Sahur,PERSON
Ammapettai,PERSON
Kheerwa,PERSON
Ch Shivaiah,PERSON
Chakrata MLA,PERSON
Gurjatan Singh Billu,PERSON
Ramnagar,ORG
Union agriculture ministry,ORG
Uttam Kumar Reddy,PERSON
Mapusa MLA Joshua,PERSON
Bandhwari village,GPE
The Adivasi Academy,ORG
Barnana,PERSON
Dal masri,PERSON
ECMO,ORG
Beni Prasad,PERSON
Kolar,GPE
SAF International,ORG
PAU V P Singh Badnore,ORG
Kalaskar,PERSON
Communist Party of India,ORG
Nandaon,GPE
Amit Shahji,ORG
Rajshekhar Bijapur,PERSON
Nitin Gupta,PERSON
Kang,PERSON
Gormale,GPE
the Pune Municipa,ORG
Kiranjot Sidhu,PERSON
Rayalaseema Lift Irrigation Project,ORG
Pachamadai,ORG
Latur,PERSON
Surbhi Dixit,PERSON
Ishwarsinh Patel,PERSON
Vinod Burve,PERSON
horticulture corps,ORG
Siddharth Varadarajan,PERSON
Jira village,GPE
Ganjanpur,GPE
Prof Alok Kumar,PERSON
the Nashik District Central Cooperative,ORG
Amarjit Singh Sandhu,ORG
Bhesan,ORG
Modinagar,PERSON
Adisheha,PERSON
the VC Farm,ORG
the Lead Bank,ORG
Bathjinda,GPE
the ‘ Kisan,ORG
Manyada,GPE
Jayaprakash Reddy,PERSON
Covid-19,ORG
Adhoda,GPE
Dakshinamoorthy,PERSON
Neelathanallur,PERSON
the UK Parliament ’s,ORG
Maran,GPE
Badaun,GPE
Abdul Wadood,PERSON
PM Narendra Modi’s,ORG
Dhanabhai Thakor,PERSON
Mercy Jeyarani,PERSON
Kuruskhetra,GPE
Air Quality Index,ORG
Kuruburu Shanthakumar,PERSON
Banda Agriculture University,ORG
Democratic Teachers’ Front (DTF,ORG
Mullankadu,GPE
IV,GPE
TimesView Farm,ORG
Dolar Chaklasiya,ORG
Harishchandra Raut,PERSON
Gopikrishna,PERSON
Rana Randhir Singh,PERSON
Karnal,ORG
Noida Authority,ORG
Bansgaon,PERSON
the Centre for Intangible Heritage Studies,ORG
"Sithaiyankottai, Narasingapuram",ORG
Medninagar (Palamu,PERSON
Kala Bhavan,PERSON
navari,PERSON
the Punjab State Power Corporation Limited,ORG
Akhilesh Yadav,PERSON
St Joseph’s College,PERSON
Jasbir Kaur Natt,PERSON
Centre for Research and Industrial Development,ORG
Jitendra Patel,PERSON
Savita Jadhav,PERSON
Shivaratri Kumara Swamy,PERSON
N Vijayalakshmi,ORG
Satpal Singh,PERSON
Farmer-Official,ORG
Shingaar Cinema Road,ORG
Umathi,GPE
Patoles,PERSON
Uttar Pradesh Women Commission,ORG
Lakhnaur Sahib,ORG
Jagir Singh,PERSON
Hussainiwala,ORG
RMC,ORG
Peddireddy Mithun Reddy,PERSON
the National Automatic Clearing House,ORG
DN Kambrekar,PERSON
Damdami Taksal,PERSON
Bari Bhujia,PERSON
Mango City,GPE
Abdullapurmet,PERSON
Justice K Lakshman,ORG
Vikel Te Pikel,PERSON
Srimushnam,GPE
Pradhan Mantri Sukhshma Sinchan Yojana,ORG
HemaMalini,ORG
Ballia,GPE
Harayana,PERSON
Kafal,GPE
Baraut,GPE
Brahmapuram,ORG
Raman Kashyapji,PERSON
Ahir,PERSON
Ajay Mishra,PERSON
Jaiveersinh Jadeja,PERSON
Surjit Singh Siwach,PERSON
Saumya Agarwal,PERSON
Rahim Mondal,PERSON
Sriganganagar,PERSON
Narendra Modi,GPE
Balbanka Tiwari,PERSON
Grand Anaicut,PERSON
Mukesh Arora,PERSON
Sube Singh Boora,PERSON
Kapurbawdi,ORG
Gudhan,GPE
Rahul Baba,PERSON
Farmers Livelihood,ORG
Krishna Kumar Sawat,PERSON
Greg Fernandes,PERSON
Deceased Dharamdas,PERSON
Dibdiba,ORG
Umarani,PERSON
MCF,ORG
Papsara Bangar,PERSON
Vikas Marg,ORG
Nampally,GPE
Kinathukadavu,GPE
the Agriculture Produce Marketing Committee,ORG
Sundaramahalingam,PERSON
Communist Party,ORG
Navegaon,GPE
BJP Mandal,ORG
Revanth Reddy,PERSON
Patna Junction,ORG
Bargur,GPE
ASP,ORG
Waghagad,GPE
Parkash Singh Badal,PERSON
Mahendra Shirodkar,PERSON
Dhannur,ORG
Ashish Kumar,PERSON
Kadakdari,PERSON
Durga,ORG
Kallandiri,GPE
Uppal,ORG
the Fifteenth Finance Commission,ORG
Chipko,ORG
Kelwada,GPE
the National High Security Animal Diseases Institute,ORG
Handiaya,PERSON
Chaugurji,GPE
Shendge,ORG
Palanivel Thiaga Rajan,PERSON
Kurumbapalayam,PERSON
Mucherla,GPE
Balraj Singh Baja,PERSON
RPI,ORG
Training,PERSON
Asit Tripathy,PERSON
Haryana CM,PERSON
Gawas,PERSON
Bhopala,PERSON
Peravurani,PERSON
Kondapaka,ORG
Chowkiman,ORG
Bachelet,PERSON
PSPCL,GPE
Velagapudi,PERSON
Palandur,GPE
Khowal,PERSON
Udham,ORG
Hariom Mishra,ORG
Bayyaram,GPE
Sukumaran,GPE
Khoda Vaghashiya,PERSON
Singh Joga,PERSON
the Consortium of Industrial Agro,ORG
Bazar Samiti,PERSON
Timbi,GPE
Chander Bhan,PERSON
Chintapalli,PERSON
Girish Mahajan,PERSON
Pappal Singh,PERSON
Singhera village,GPE
Tiger Saoji Caterers,PERSON
Maharashtra at Sironcha,ORG
Anjana,PERSON
Mohammed Safiya,PERSON
Pampagouda Basavanagouda,ORG
Thanjavur,PERSON
Balana,GPE
Sunanda Sajjanrao,PERSON
Ganadhipati Constructions Pvt Ltd,ORG
Harpal Singh Cheema,PERSON
Ajay Tyagi,PERSON
Thikarda,ORG
Chinna Rasalus,PERSON
DS,ORG
Bhartiya Sikh Sangthan,ORG
Dariyapur,PERSON
the ‘Meri Fasal,ORG
Solapur and Sangli,ORG
Singh Randhawa,PERSON
Mohali’s,ORG
Dasara Chowk,PERSON
Gurnam,GPE
Amit Mahajan,PERSON
VFPC,ORG
Vanakalam paddy,PERSON
Saroop Ram,ORG
Sharda Uikey,ORG
BJP-JJP,ORG
Chettiviruppu,GPE
Praveen Khandelwal,PERSON
KR Market,ORG
"the Massachusetts Institute of Technology, USA",ORG
the National Crime Record Bureau’s,ORG
HARSAC,ORG
Dnyanesh Patil,PERSON
Tonk Central Cooperative Bank,ORG
Puraskar,PERSON
Himmatnagar,ORG
Thanesar Sadar,ORG
Kejriwal,ORG
Kalasagar,GPE
