id,entity,type,louv_community_weighted
7770,Brampton,GPE,6266
7771,Siddharth,DIR,6619
7772,IVRI,ORG,3644
7773,Nikita Tiwari,DIR,12381
7774,Barramau village,GPE,3644
7775,Antony M Isa,PERSON,11194
7776,Gajanan Tompe,PERSON,15549
7777,Manikpur village,GPE,15549
7778,the Tamil Nadu Organic Certification Department,ORG,215
7779,Parmeshwar Thombare,PERSON,12381
7780,", S Vimalanathan",PERSON,215
7781,Cauvery Irrigation Farmer’s Welfare Association’s,ORG,215
7782,Parliamentary,ORG,4688
7783,KES,ORG,8841
7784,Amritsar,GPE,4688
7785,QES,ORG,4688
7786,Koraput Traditional Agriculture,ORG,6266
7787,Devy,PERSON,15549
7788,MAAL HAI KYA?â,PERSON,6266
7789,Mandi Parishad,ORG,3644
7790,Chirola Bujurg,GPE,3644
7791,Mubarakpur,GPE,937
7792,Araria,GPE,10780
7793,Sengattupatti,GPE,215
7794,Bhiyalgaon village,GPE,3644
7795,Pinahat,GPE,3644
7796,World Trade Organization,ORG,4688
7797,She,GPE,6266
7798,S Vani Sagar,PERSON,18149
7799,Govind Singh,DIR,13467
7800,JALANDHAR,GPE,4688
7801,Sakharam Panzade,PERSON,12381
7802,Enforcement Directorate,ORG,3644
7803,Bibikulam,GPE,215
7804,Rajhuns,PERSON,15549
7805,Nallur,GPE,2763
7806,Kaulan,GPE,1341
7807,Narayan Chimaji Sarde,PERSON,15549
7808,Chautala Senior,PERSON,4688
7809,Yacharam,GPE,18149
7810,Thayanur,GPE,215
7811,Rajesh Shetty,PERSON,15549
7812,Shanthi Gears,ORG,215
7813,Dheduki,GPE,12381
7814,Guddi,PERSON,215
7815,India Post Payments Bank,ORG,3160
7816,Akhilesh Yadav,POL,3644
7817,Francis D’souza,PERSON,3160
7818,Ajay Singh,POL,8841
7819,AIKCC,ORG,4688
7820,Ranjit Kamble,PERSON,4688
7821,ASI Sumer Singh,PERSON,19072
7822,Narvem,GPE,3160
7823,AIKS,ORG,215
7824,Raju Bairwa,PERSON,1341
7825,Bank of India,ORG,15549
7826,Khushdeep Sra,PERSON,4688
7827,Sekha village,GPE,4688
7828,Yellampally,GPE,18149
7829,Darshan Pal Singh,PERSON,4688
7830,Malappuram,GPE,11194
7831,Jaleel,PERSON,15549
7832,Indian Air Force,ORG,8841
7833,Pochampally village,GPE,3644
7834,Poonam,POL,8841
7835,Moolayur,GPE,215
7836,Dongli,GPE,18149
7837,Doraha,GPE,4688
7838,Dnyaneshwar Digambar Kolte,PERSON,15549
7839,Abhishek Anand,DIR,10780
7840,Suneet Jaiswal,PERSON,4688
7841,Chetan Gawande,PERSON,15549
7842,pokkali land development authority,ORG,11194
7843,BSSDC,ORG,10780
7844,Giriprakash,PERSON,3644
7845,Supreet Singh Gulati,PERSON,12381
7846,Beejhalpur,GPE,3644
7847,Chattisgarh,GPE,3644
7848,Ratauli,GPE,3644
7849,Balram,PERSON,18149
7850,Mandis,GPE,4688
7851,Lakhvinder Singh Lakhi,PERSON,937
7852,Tamil Nadu Civil Supplies Corporation,ORG,215
7853,PSPCL,ORG,4688
7854,Janwada,GPE,18149
7855,a Special Economic Zone,GPE,3644
7856,pharma city,GPE,18149
7857,Sanjay Kolte,PERSON,15549
7858,Sukhvinder Singh Goldy,PERSON,4688
7859,Ramdeora,GPE,8841
7860,Benita Mary Jaiker,PERSON,12381
7861,Jharoda Borders,GPE,4688
7862,LDC,ORG,3775
7863,SASTRA University,ORG,215
7864,Khodpakhindi village,GPE,4229
7865,The Shetkari Sanghatana,ORG,15549
7866,Bhagwant Singh,POL,3644
7867,Rambali Yadav,PERSON,10780
7868,VFPCK,ORG,11194
7869,Sikh Coalition’s,ORG,6266
7870,Indian Institute of Chemical Technology,ORG,18149
7871,Sudhir Chauhan,PERSON,8841
7872,Ruma,GPE,3644
7873,Sangle,ORG,15549
7874,the Amaravati Parirakshana Samiti Joint Action Committee,ORG,6266
7875,Maharana Pratap University for Agriculture and Technology,ORG,8841
7876,Bajaj Hindusthan Sugar Mill,ORG,3644
7877,PTR,ORG,3644
7878,Govind Garh,DIR,8841
7879,Udayavar Arcot,GPE,215
7880,Periyar,GPE,7880
7881,the Sabarkantha District Consumer Dispute Redressal Forum,ORG,12381
7882,Manaj,ORG,15549
7883,Jacqueline,DIR,2763
7884,Mujibur Rahman,PERSON,7884
7885,DV Sadananda Gowda,POL,18149
7886,Ramesh Bais,POL,10780
7887,Jeevika,ORG,10780
7888,Kugalur,GPE,215
7889,Sopan Chavan,GPE,12381
7890,Dharmalingam,PERSON,215
7891,S Malaisamy,PERSON,215
7892,Sri Muktsar Sahib,GPE,4688
7893,Devari Ka Nagla,GPE,3644
7894,Manora,GPE,8418
7895,Tuni,GPE,6619
7896,Udaipur,GPE,8841
7897,the central marine fisheries research institute,ORG,6266
7898,Kundgaonkhurd,GPE,13467
7899,Pramod Waman,PERSON,15549
7900,Parshottam Rupala,PERSON,18149
7901,Sarabjit Singh,DIR,4688
7902,N Saravana Kumar,PERSON,15549
7903,Techies for Karshak,ORG,7903
7904,Bhavani Peth,GPE,15549
7905,Rakesh Takait,POL,4688
7906,Karam Singh,POL,937
7907,Dhiwarwada,GPE,15549
7908,the BJP Yuva Morcha,ORG,4688
7909,HAVERI,GPE,6619
7910,Aathi,PERSON,215
7911,Jaswinder Singh Sonu,PERSON,10780
7912,Panipat-Jalandhar NH-1 Tollway Private Limited,ORG,4688
7913,Anand Nagar,GPE,13467
7914,Chitra Devi,PERSON,15549
7915,the national highways department’s,ORG,215
7916,Reliance Jio Infocomm Ltd,ORG,4688
7917,Ajitwal,GPE,4688
7918,the ministry of commerce & industry,ORG,4688
7919,H M Gadhvi,PERSON,12381
7920,Manish Khatri,PERSON,4688
7921,Sangepu Borranna,PERSON,18149
7922,IPS,ORG,15549
7923,YSR Cheyutha,ORG,6619
7924,Dhalavaipalayam Primary Agriculture Credit Society,ORG,215
7925,", Darshan Pal",PERSON,4688
7926,Pawan Kumar,POL,3644
7927,Bhalerao,ORG,15549
7928,Kadakdari village,GPE,15549
7929,Harinder Singh,DIR,4688
7930,Institute of Rural Management Anand,ORG,6266
7931,Northern Railways,ORG,4688
7932,CRISIL Research,ORG,15549
7933,Navtej Singh,DIR,4688
7934,Mansweet,PERSON,3644
7935,Moshi,GPE,15549
7936,Ekoskar,PERSON,3160
7937,Thennarasu,POL,215
7938,B S Koshyari,PERSON,15549
7939,Farm,ORG,3644
7940,TN Srinivas Sridharan,PERSON,18149
7941,Varghese Kannampally,PERSON,215
7942,Parul,PERSON,3644
7943,Prakash Jatiya,PERSON,8841
7944,Jahanabad,GPE,3644
7945,Uttar Pardesh,GPE,4688
7946,Inkel,ORG,215
7947,Veppur,GPE,215
7948,M&M,ORG,15549
7949,Phulwaria,GPE,215
7950,Lala Karada,GPE,8841
7951,Sanyukt Kishan Morcha,ORG,3644
7952,Bijapur,GPE,15549
7953,Neyyattinkara,GPE,3644
7954,K V Vinayavathi,PERSON,2763
7955,Neeraj Kumar,DIR,10780
7956,Kishore TIwari,PERSON,15549
7957,Deepak Kadjure,PERSON,15549
7958,Ajaria village,GPE,3644
7959,Aayush Sharma,PERSON,2763
7960,Arun Baburao Mane,PERSON,15549
7961,P Chengal Reddy,PERSON,18149
7962,Karadanakoppa,GPE,3160
7963,Ramanji Thakor,PERSON,12381
7964,Badi Chaupad,GPE,8841
7965,Baloch,PERSON,2763
7966,Anganwadi,ORG,4688
7967,Bhim Army,ORG,8841
7968,The Haryana Congress,ORG,4688
7969,Ormanjhi,GPE,10780
7970,Thirunelly,GPE,11194
7971,Sunderbans post Amphan,ORG,13467
7972,Ashok Kumar Verma,POL,10780
7973,Barde,PERSON,3160
7974,Raj Yadav,PERSON,6266
7975,Sachin Tendular,PERSON,15549
7976,Surat Mercantile Association,ORG,4688
7977,Bahadurgarh,GPE,4688
7978,Oraon,PERSON,10780
7979,National Agricultural Cooperative Marketing Federation of India Ltd.(NAFED,ORG,3644
7980,Telangana Rashtra Rythu Sangham,ORG,18149
7981,Javed Akhtar,PERSON,3644
7982,Saroop Ram,PERSON,937
7983,Rajankar,PERSON,15549
7984,Rambabu Kateliya,PERSON,3644
7985,Sumit Gupta,DIR,1561
7986,Travancore Cochin Chemicals,ORG,2273
7987,the Sohna Municipal Council,ORG,6619
7988,Kalol,GPE,12381
7989,Athiya Shetty,PERSON,6266
7990,BKU Haryana,ORG,4688
7991,Rampal Singh,POL,15549
7992,Sangagiri,GPE,215
7993,Priyanka Gandhi Vadra ’s,PERSON,3644
7994,Muringoor,GPE,252
7995,Sarfraj Ahamed Vaddo,PERSON,2763
7996,MMK,ORG,215
7997,Raipur Jattan,GPE,3644
7998,RK Gupta,PERSON,1074
7999,Prashant Shukla,PERSON,3644
8000,Ashwini Choudhry,DIR,12381
8001,Ashwin Kungasia,PERSON,12381
8002,Jaiveer Yadav,PERSON,4688
8003,Kovanur,GPE,215
8004,Thackeray,PERSON,15549
8005,Rakesh Kumar Jain,PERSON,4688
8006,Anandiben Patel,POL,3644
8007,T Mangudi,GPE,215
8008,Bilsanda,GPE,3644
8009,Gurdwara Patshahi Chhevin,PERSON,4688
8010,Krishnagiri,GPE,215
8011,Narsaiah,PERSON,18149
8012,Ramasgaon,GPE,15549
8013,MANDYA,PERSON,2763
8014,Kewalganj,GPE,3644
8015,JODHPUR,PERSON,8841
8016,Kottivakkam,GPE,215
8017,Vani bandh,GPE,3160
8018,Varanashi Development and Research Foundation,ORG,3003
8019,Gulia Khap 84,ORG,4688
8020,M Palanisamy,PERSON,215
8021,the Samyukta Kisan Morcha’s,ORG,15549
8022,Raia,GPE,3160
8023,Kisan Sangharsha Samanway Samiti,ORG,15549
8024,Deva Patil,PERSON,15549
8025,Anandraro Raut,PERSON,15549
8026,Davanagere CMC,ORG,937
8027,Udhampur,GPE,4688
8028,Lalchand Kataria,PERSON,8841
8029,"Kaveri,2",PERSON,2763
8030,Snapchat,ORG,6266
8031,Kirti Kissan Union,ORG,4688
8032,Bhiwani,PERSON,4688
8033,Nawab,PERSON,1341
8034,Hriyadesh,PERSON,3644
8035,Hardeep Singh Baltana,PERSON,6266
8036,Faridabad Municipal Corporation,ORG,1527
8037,Muzamil Shahzad,PERSON,3644
8038,National Institute of High Security Animal Diseases Laboratory,ORG,4688
8039,Dundhyakhedi,GPE,13467
8040,Kalikanampalayam,GPE,215
8041,Vidya More,PERSON,15549
8042,Barwala Mandi,GPE,4688
8043,BT Lalitha Naik,PERSON,2763
8044,P Stalin,PERSON,215
8045,Umrane,GPE,15549
8046,Bhadrachalam,GPE,18149
8047,Khanna city,GPE,4688
8048,Ramendra Singh,POL,3644
8049,Andhratharhi,GPE,10780
8050,Dinkar Patil,PERSON,15549
8051,INDCO,ORG,215
8052,Vaibhav Agrawal,PERSON,3644
8053,Peshawar,GPE,8841
8054,Trinamool Youth Congress,ORG,1561
8055,Ajni,GPE,15549
8056,S Ganapathi,PERSON,18149
8057,Ahil Ahmed,POL,937
8058,Samiti,ORG,8841
8059,Bantwal,GPE,18149
8060,CIMMYT,ORG,1527
8061,Sadaqat Ashram,GPE,10780
8062,Kesani,GPE,215
8063,Pinapuram,GPE,215
8064,Bharach,GPE,12381
8065,Gandala,GPE,18149
8066,Ganesh Karnik,PERSON,4688
8067,Sahyadri,GPE,15549
8068,Samdadi,GPE,8841
8069,Tadepalli,GPE,6619
8070,U Sasikala,PERSON,215
8071,Bhumika,PERSON,15549
8072,Power Grid Corporation of India Ltd,ORG,12381
8073,Subodh Agarwal,DIR,8841
8074,Vasantha Krishna Prasad,PERSON,6619
8075,Rajaran Singh,PERSON,10780
8076,TISS,ORG,15549
8077,GIPARD,ORG,3160
8078,Choti Chaupad,GPE,8841
8079,Kisan Chaupal,ORG,3644
8080,E Siva Nagi Reddy,PERSON,18149
8081,Hakumatsinh Jadeja,PERSON,12381
8082,Nandigram,PERSON,1561
8083,Mahesh,PERSON,12381
8084,devasthanam,ORG,215
8085,Mali,GPE,215
8086,Neelalu,GPE,6619
8087,Chaubeypur Krishna Mohan Rai,PERSON,18149
8088,HD Kumaraswamy,PERSON,2763
8089,Pai village,GPE,4688
8090,N Srinivas Rao,PERSON,18149
8091,AGRA,GPE,3644
8092,Bidhuri,PERSON,4688
8093,Daulatpur,GPE,937
8094,MGNVY,ORG,2763
8095,Chandrakant Kavalekar,PERSON,3160
8096,Haryana Charuni,PERSON,4688
8097,Bakshi Ram,PERSON,215
8098,Badal,ORG,4688
8099,Lila Ram,PERSON,4688
8100,a Sanyukt Toll Morcha,ORG,4688
8101,Heena Nandaniya,PERSON,12381
8102,Sharmila Pekhale,PERSON,3644
8103,Tallapally Thanda,GPE,18149
8104,Vijay Shivtare,PERSON,15549
8105,Kerameri,GPE,18149
8106,the Central government,ORG,3644
8107,Garbada,GPE,4688
8108,Manimuthar,GPE,215
8109,MPCC,ORG,15549
8110,Babulal Marandi,POL,10780
8111,Saang Singh,PERSON,8841
8112,RCP Singh,PERSON,4688
8113,Farooq Abdullah,POL,15549
8114,Chhata,GPE,3644
8115,Antony Kureethra,PERSON,11194
8116,T Narasipura,GPE,2763
8117,Shubham Bothale,PERSON,12381
8118,Prabhakant Awasthi,PERSON,3644
8119,Srirangapatna,GPE,2763
8120,Rupesh Kumar Singh,PERSON,10780
8121,Vishal Desai,PERSON,3160
8122,Jhanjh Khurd,GPE,4688
8123,the Group of Ministers,ORG,6619
8124,Durg,GPE,3644
8125,Paramjit Singh Pamma,PERSON,6266
8126,Kevat,ORG,13467
8127,the State Executive Committee,ORG,2763
8128,Mamatha,PERSON,10780
8129,Vivek Velankar,PERSON,15549
8130,Bitcon India Infrastructure Developers Pvt Ltd,ORG,1561
8131,Mungalia Khot,GPE,13467
8132,Saboli,GPE,4688
8133,Guru Nanak Dev,PERSON,4688
8134,Vikram Singla,PERSON,4688
8135,Birbal Yadav,PERSON,10780
8136,Uss Utpadhak Sangarsh Samiti,ORG,3160
8137,Gurpreet Singh Gopi,PERSON,937
8138,Bharatiya Tribal Party’s,ORG,8841
8139,Brijesh Kumar D,POL,2763
8140,T Damodar Naidu,PERSON,6619
8141,Konda Reddy,PERSON,6619
8142,Chodankar,PERSON,3160
8143,Karan Dev Kamboj,PERSON,4688
8144,Rohit Sabharwal,PERSON,4688
8145,Kahalgaon,GPE,10780
8146,Nandkishore Gour,PERSON,15549
8147,Vishal Vikram Singh,DIR,3644
8148,the Santhal Pargana,ORG,10780
8149,Siva Racharla,PERSON,6619
8150,Navnath Gore,PERSON,15549
8151,MCC,ORG,10780
8152,Western Region Disease Diagnostic Laboratory,ORG,15549
8153,Janmejay Singh,PERSON,3644
8154,Punjab Students Union,ORG,4688
8155,Gudi Padwa,GPE,3160
8156,Dariawala village,GPE,4688
8157,Mahendra Patel,PERSON,12381
8158,Himmat Parmar,PERSON,12381
8159,Tiruchi Siva,POL,215
8160,the Narela Mandi,GPE,4688
8161,Tangutur,GPE,18149
8162,Krantikari,ORG,4688
8163,Sangh,ORG,10780
8164,Pavanjit Mane,PERSON,15549
8165,Lakhmipur,GPE,3644
8166,Mayilambadi village,GPE,215
8167,Harish Uthaman,PERSON,369
8168,Ujjain,GPE,13467
8169,Kanmandale,GPE,15549
8170,Tufts Universi,ORG,6266
8171,Bachhu Kadu,PERSON,15549
8172,Sim J Singh,PERSON,6266
8173,Sikanderguda village,GPE,18149
8174,BS Vir Kumar,PERSON,4688
8175,Giani Harpreet Singh,PERSON,4688
8176,FPOs,ORG,15549
8177,Hindu Religious and Charitable Endowment,ORG,215
8178,Palaheda,GPE,6619
8179,Lokayukta,PERSON,15549
8180,Penchalaiah,PERSON,6619
8181,Sanjay Bhatia,DIR,4688
8182,Ashiana Nagar,GPE,10780
8183,FIGs,ORG,215
8184,Maruthi Prasanna,PERSON,1527
8185,Bindhu Malini,PERSON,19072
8186,Sushil Gupta,DIR,4688
8187,Pendurth,GPE,6619
8188,Dakonda,GPE,4688
8189,The Crime Investigation Department,ORG,6619
8190,Manakpur,GPE,3644
8191,Federation of Arhtiya Association Punjab,ORG,4688
8192,Rambagh,GPE,3644
8193,SCR,GPE,937
8194,CISCE,ORG,3160
8195,Dhulkot,GPE,937
8196,P Sreeramakrishnan,PERSON,215
8197,Sangat,GPE,4688
8198,Nishant Yadav,PERSON,4688
8199,Jat ka Bera,GPE,8841
8200,Manish Tewari,POL,4688
8201,Udham,PERSON,3644
8202,Uppal,GPE,18149
8203,Dawood,PERSON,19072
8204,Shiv Kumar Bhardwaj,PERSON,8841
8205,Pooja Bhatnagar-Mathur,PERSON,6266
8206,Huda,GPE,4688
8207,A J Bhambhani,PERSON,3644
8208,", K Veerapandi",PERSON,215
8209,Dnyaneshwar,PERSON,15549
8210,Mohammad Idris,PERSON,13467
8211,G Srinivasan,DIR,215
8212,Thirupathy,PERSON,215
8213,Zone c,ORG,4688
8214,Bedabrata Pain,PERSON,6266
8215,S Pooja Shri Ayyappan,PERSON,215
8216,Dravyavati Nadi Kisan Sangrash Samiti,ORG,8841
8217,Pooja Hegde,PERSON,2763
8218,Pradip Mazumdar,PERSON,1561
8219,Jatusana,GPE,4688
8220,Bijnor dis,GPE,3644
8221,Aligarh,GPE,3644
8222,Savainagar,GPE,12381
8223,Business Support Office,ORG,12381
8224,Sadodar village,GPE,12381
8225,Sundaram,PERSON,215
8226,Sham Bhagat,PERSON,15549
8227,ASI,ORG,13467
8228,Purohit,PERSON,15549
8229,Selvaraj,POL,215
8230,Madvarayapuram,GPE,215
8231,Ranpur,GPE,12381
8232,Pravin Parab,PERSON,3160
8233,THIRUVANANTHAPURAM,GPE,215
8234,Babu Sulthan,PERSON,215
8235,Raitha Sangha,PERSON,2763
8236,Capital Region Development Authority Act,ORG,6619
8237,Mahbubnagar,GPE,18149
8238,Harcharan,PERSON,3644
8239,Tushar Patil,PERSON,15549
8240,Janardhan Prasad,PERSON,10780
8241,Liver and Gastro Care Hospital,ORG,11194
8242,Seema Kulkarni,PERSON,15549
8243,Krushi Vigyan Kendra,ORG,12381
8244,Odderpalayam,GPE,215
8245,Krishna,GPE,18149
8246,Makhan Majra,GPE,18149
8247,Swapn Kishore Singh,PERSON,3644
8248,Periyar-Vaigai Irrigation Ayacut Farmers Associations,ORG,215
8249,Sambalpur,GPE,3644
8250,Rajendra Prasad Agriculture University,ORG,10780
8251,Sharry,PERSON,19072
8252,Kisan Yojna,PERSON,2763
8253,Union Bank of India,ORG,4229
8254,V Sowmiya,PERSON,11194
8255,MRBSSL,ORG,15549
8256,Malaika Arora,PERSON,6266
8257,Puttarajegowda,PERSON,2763
8258,Goa Velh,GPE,3160
8259,Chittiponibavi village,GPE,18149
8260,Rythu Vedika,PERSON,18149
8261,Trivdendra Singh Rawat,PERSON,3644
8262,Koheda,GPE,18149
8263,Khajapettai,GPE,215
8264,Jambu,PERSON,12381
8265,Aamir Bhai,PERSON,4688
8266,the Dakshin Haryana Bijli Vitran Nigam,ORG,3644
8267,the National Disaster Management Authority,ORG,8841
8268,Killikulam,GPE,215
8269,CWMA,ORG,215
8270,Kandaleru,GPE,6619
8271,Dussehra,GPE,4688
8272,Amadalavalasa,GPE,3644
8273,Naresh Uttam Patel,PERSON,3644
8274,Loliem,GPE,3160
8275,Ramphal Kandela,PERSON,4688
8276,Neela,PERSON,12381
8277,Tanavade,PERSON,3160
8278,Ramnath Kovind,PERSON,4688
8279,Beniwal,PERSON,8841
8280,KGCA,ORG,215
8281,Prabhu,POL,215
8282,Indian Agricultural Research Institute,ORG,1527
8283,Aleria,ORG,15549
8284,Biharipur,GPE,15549
8285,Vi,ORG,3644
8286,the Union Budget,ORG,4688
8287,Munna Chauber,PERSON,3644
8288,Vandaiyariruppu,GPE,215
8289,Ramnik Vachhani,PERSON,12381
8290,Sureshkumar,PERSON,2763
8291,CAG,ORG,15549
8292,Devaragudda,PERSON,15549
8293,Anand Sing Kotval,PERSON,8841
8294,Mekala Venkaiah,PERSON,6619
8295,Rakba,GPE,4688
8296,Punjab State Power Corporation,ORG,4688
8297,Ukhlarsi,GPE,3644
8298,Vade,GPE,3160
8299,Anil Deshmukh,PERSON,15549
8300,Pirangut,GPE,15549
8301,Manjunatha,POL,215
8302,JP Naddda,PERSON,3644
8303,Banshidhar Bhagat,PERSON,3644
8304,Dyandev Wakure,PERSON,15549
8305,Sudarshana Devi,PERSON,215
8306,Diu,GPE,12381
8307,the Manappuram Constructions,ORG,3003
8308,Mane,PERSON,15549
8309,Ekta Dakaunda,ORG,4688
8310,Chaoke village,GPE,4688
8311,Punjab Mandi Board,ORG,4688
8312,C Rajan,PERSON,215
8313,Tamil Nadu Farmers Association,ORG,215
8314,Shetti,PERSON,15549
8315,Vypeen,GPE,11194
8316,Leema Paul,PERSON,11194
8317,Bharitya Kisan Union,ORG,4688
8318,Sojan P G,PERSON,3644
8319,the ministry of road transport and highways,ORG,3160
8320,Abhinav Gaurav,PERSON,10780
8321,Bhoomi,PERSON,3644
8322,Angrej Kaur,PERSON,3644
8323,K-DISC,ORG,11194
8324,Goregaon,GPE,15549
8325,Sujala,GPE,1341
8326,G Simhachalam,PERSON,6619
8327,K V Rajendra,PERSON,3003
8328,the Bharatiya Kisan Union’s,ORG,4688
8329,Avinash Argade,PERSON,15549
8330,Bhaguji Tengle,PERSON,15549
8331,P P Kharpatil Constructions Pvt Ltd,ORG,15549
8332,Ponnavolu Sudhakar Reddy,PERSON,6619
8333,Police Armed Constabulary,ORG,3644
8334,Jair Bolsonaro,PERSON,6266
8335,BKU Tikait,ORG,4688
8336,Rajesh Solanki,DIR,12381
8337,Neelkamal Gurugopal Chaktravarthy,PERSON,15549
8338,Sudhir Singla,PERSON,4688
8339,Nanaksar Dera,ORG,4688
8340,Himmat Singh Gurjar,PERSON,8841
8341,Sundakkamuthur,GPE,215
8342,Prakash Khandekar,PERSON,15549
8343,Nallurpathi,GPE,215
8344,the Krishi Sichai Yojana,ORG,3644
8345,Ajay Mishra Teni’s,PERSON,3644
8346,Manikonda Municipality,GPE,18149
8347,Arun Maharaja,PERSON,3644
8348,Mariappan,PERSON,4496
8349,Bisalpur tehsil,GPE,3644
8350,Harjinder,PERSON,3644
8351,Wadgaon Budruk,GPE,15549
8352,Lucknow University,ORG,937
8353,Neville Alphonso,PERSON,3160
8354,Gautam Buddh Nagar,GPE,3644
8355,Sandeep,POL,19072
8356,Shameem Akther,PERSON,18149
8357,Neikuppai,GPE,215
8358,Anjuna,DIR,3160
8359,The Reliance Jio Infocomm Limited,ORG,4688
8360,Mashrai village,GPE,4688
8361,DARBHANGA,GPE,10780
8362,Subhash Chandra Kedia,DIR,15549
8363,Ajitsinh Solanki,PERSON,12381
8364,TRS,ORG,18149
8365,Chadha,PERSON,4688
8366,PAU Employees’ Union,ORG,4688
8367,Ticlo,PERSON,3160
8368,Techton Buildcons Pvt Ltd,ORG,3160
8369,CHICAGO,GPE,6266
8370,Mandhare,ORG,15549
8371,Sunil Chavan,PERSON,15549
8372,Maruti Suzuki Dzire,ORG,4688
8373,P Jeyaraj,PERSON,215
8374,", E B Chakurkar",PERSON,3160
8375,GFP,ORG,3160
8376,Chedi Lal Prasad,PERSON,10780
8377,The Tobacco Board,ORG,1527
8378,Kalaiyarasan,PERSON,369
8379,The Sacramento Bee,ORG,4475
8380,Harish Raut,PERSON,15549
8381,Harivallabh Patidar,PERSON,13467
8382,Idar,GPE,12381
8383,Sitapur,GPE,3644
8384,RML,ORG,3644
8385,Ulhas Gaonkar,PERSON,3160
8386,Kollapur,GPE,18149
8387,Govind Ballabh Pant University,ORG,3644
8388,Burgapur,GPE,3644
8389,Shiva Sai Decorators,ORG,18149
8390,E Sanjeeva Reddy,PERSON,18149
8391,Raman,PERSON,10780
8392,Jakhmatha,GPE,15549
8393,Sarguru,GPE,2763
8394,Raju Shetti,POL,15549
8395,Nirsa,GPE,10780
8396,Krishna Bayenkar,PERSON,3160
8397,Chowkiman,GPE,4688
8398,M Siva,PERSON,215
8399,Raj Shekhar,PERSON,3644
8400,AICC,ORG,4688
8401,Tigipur,GPE,10780
8402,Patra,PERSON,4688
8403,The fisheries department,ORG,215
8404,Nimar,GPE,13467
8405,IAF,ORG,8841
8406,Lakshmi Nayakkanpalayam,GPE,215
8407,Bellepalayam,GPE,215
8408,Karnal mandi,GPE,4688
8409,the Confederation of Indian Industry,ORG,12381
8410,Sobanapuram,GPE,215
8411,Chunnilal Vishnoi,PERSON,8841
8412,Kandukur,GPE,18149
8413,Indian Railways,ORG,4688
8414,St Joseph’s College,ORG,215
8415,Shyamveer Singh,PERSON,3644
8416,Radhakrishna Game,PERSON,15549
8417,Integrated Tribal Development Agency,ORG,6619
8418,Mahesh Kothiram Popatkar,PERSON,8418
8419,Rashtrapal Dhale,PERSON,15549
8420,E Jalandhar Reddy,PERSON,18149
8421,the Zonal Agricultural Research Station,ORG,3316
8422,Sunny,PERSON,15549
8423,Bagali,GPE,8841
8424,Jandiala,GPE,4688
8425,Lakhan Yadav’s,PERSON,13467
8426,Krishnamurti,PERSON,937
8427,Banerjee,PERSON,1561
8428,the Primary Agriculture Credit Societies,ORG,4688
8429,Vrindavan,GPE,3644
8430,the Local Vegetable Seed Production Programme,ORG,3160
8431,Puliyancheri,GPE,215
8432,Telugu Desam Party,ORG,6619
8433,Raman Balasubramanium,PERSON,4796
8434,K Venkat Ashok,PERSON,3644
8435,Hi-Tec City,GPE,18149
8436,Yadaiah,PERSON,18149
8437,Ramchandra,POL,15549
8438,Khader,PERSON,3003
8439,Chakka,GPE,3644
8440,Gadgenagar,GPE,15549
8441,Jobat,GPE,13467
8442,Jagapathi Babu,PERSON,369
8443,Harbhajan Meena,PERSON,8841
8444,Amarinder Singh’s,POL,4688
8445,Aabid Qureshi,PERSON,8841
8446,Omraje Nimbalkar,PERSON,4688
8447,The ministry of agriculture & farmers welfare,ORG,4688
8448,Mansarovar,GPE,13467
8449,Piyush Goyal,POL,4688
8450,Chandra Bhan Singh,PERSON,3644
8451,K Krishnaraj Hegde,PERSON,3003
8452,Sulakkal,GPE,215
8453,Polem Loliem,GPE,3160
8454,Agriculture Insurance Company,ORG,215
8455,Nilgiris Mission,ORG,215
8456,Master Pepper Nursery,ORG,6619
8457,Praful Patel,POL,15549
8458,TOI contac,ORG,8841
8459,Cardamom Producers Company,ORG,215
8460,Aanand L Rai 's,PERSON,6266
8461,Kailash Bhati,PERSON,937
8462,Shalom Saiyyad,PERSON,15549
8463,Pratap Hogade,PERSON,15549
8464,B G Kolse-Patil,PERSON,1527
8465,Haryana State,ORG,4688
8466,Panjabrao Deshmukh Interest Concession Scheme,ORG,15549
8467,Alampalayam village,GPE,215
8468,Dungarpur,GPE,3160
8469,PHAGWARA,GPE,6266
8470,Punjab Pradesh Congress Committee,ORG,4688
8471,the Union ministry of home affairs,ORG,4688
8472,Farmers ’ association,ORG,215
8473,ITBP,ORG,19072
8474,P Vijayalakshmi,DIR,215
8475,Fateh Jung Singh Bajwa,DIR,4688
8476,Mogullapally,GPE,18149
8477,Samruddhi Murdabad”,GPE,15549
8478,Malkit Kaur,PERSON,8841
8479,Sanjay Singh,POL,4688
8480,K K Singh,PERSON,13467
8481,KS Kanagaraj,PERSON,215
8482,KM Chaitanyaâs,PERSON,3003
8483,Mithun Reddy,PERSON,6619
8484,Uttamnagar Lal Karada,GPE,8841
8485,Punjab Kisan Morcha,ORG,4688
8486,Subhash Vishnu Rathod,PERSON,4229
8487,Krishna District Cooperative Central Bank,ORG,6619
8488,Shilsingh Nehra,PERSON,12381
8489,K Udayakumar,POL,215
8490,Natham village,GPE,215
8491,Zameer Ullah Khan,PERSON,3644
8492,Moideen,PERSON,215
8493,Gafur,PERSON,18149
8494,Sanjay Aggarwal,DIR,4688
8495,Kamalapur,GPE,18149
